no,UserInfo_1,UserInfo_2,UserInfo_3,UserInfo_4,UserInfo_5,UserInfo_6,UserInfo_7,UserInfo_8,UserInfo_9,UserInfo_10,UserInfo_11,UserInfo_12,UserInfo_13,UserInfo_14,UserInfo_15,UserInfo_16,UserInfo_17,UserInfo_18,UserInfo_19,UserInfo_20,UserInfo_21,UserInfo_22,UserInfo_23,UserInfo_24,UserInfo_25,UserInfo_26,UserInfo_27,UserInfo_28,UserInfo_29,UserInfo_30,UserInfo_31,UserInfo_32,UserInfo_33,UserInfo_34,UserInfo_35,UserInfo_36,UserInfo_37,UserInfo_38,UserInfo_39,UserInfo_40,UserInfo_41,UserInfo_42,UserInfo_43,UserInfo_44,UserInfo_45,UserInfo_46,UserInfo_47,UserInfo_48,UserInfo_49,UserInfo_50,UserInfo_51,UserInfo_52,UserInfo_53,UserInfo_54,UserInfo_55,UserInfo_56,UserInfo_57,UserInfo_58,UserInfo_59,UserInfo_60,UserInfo_61,UserInfo_62,UserInfo_63,UserInfo_64,UserInfo_65,UserInfo_66,UserInfo_67,UserInfo_68,UserInfo_69,UserInfo_70,UserInfo_71,UserInfo_72,UserInfo_73,flag,UserInfo_74,UserInfo_75,UserInfo_76,UserInfo_77,UserInfo_78,UserInfo_79,UserInfo_80,UserInfo_81,UserInfo_82,UserInfo_83,UserInfo_84,UserInfo_85,UserInfo_86,UserInfo_87,UserInfo_88,UserInfo_89,UserInfo_90,UserInfo_91,UserInfo_92,UserInfo_93,UserInfo_94,UserInfo_95,UserInfo_96,UserInfo_97,UserInfo_98,UserInfo_99,UserInfo_100,UserInfo_101,UserInfo_102,UserInfo_103,UserInfo_104,UserInfo_105,UserInfo_106,UserInfo_107,UserInfo_108,UserInfo_109,UserInfo_110,UserInfo_111,UserInfo_112,UserInfo_113,UserInfo_114,UserInfo_115,UserInfo_116,UserInfo_117,UserInfo_118,UserInfo_119,UserInfo_120,UserInfo_121,UserInfo_122,UserInfo_123,UserInfo_124,UserInfo_125,UserInfo_126,UserInfo_127,UserInfo_128,UserInfo_129,UserInfo_130,UserInfo_131,UserInfo_132,UserInfo_133,UserInfo_134,UserInfo_135,UserInfo_136,UserInfo_137,UserInfo_138,UserInfo_139,UserInfo_140,UserInfo_141,UserInfo_142,UserInfo_143,UserInfo_144,UserInfo_145,UserInfo_146,UserInfo_147,UserInfo_148,UserInfo_149,UserInfo_150,UserInfo_151,UserInfo_152,UserInfo_153,UserInfo_154,UserInfo_155,UserInfo_156,UserInfo_157,UserInfo_158,UserInfo_159,UserInfo_160,UserInfo_161,UserInfo_162,UserInfo_163,UserInfo_164,UserInfo_165,UserInfo_166,UserInfo_167,UserInfo_168,UserInfo_169,UserInfo_170,UserInfo_171,UserInfo_172,UserInfo_173,UserInfo_174,UserInfo_175,UserInfo_176,UserInfo_177,UserInfo_178,UserInfo_179,UserInfo_180,UserInfo_181,UserInfo_182,UserInfo_183,UserInfo_184,UserInfo_185,UserInfo_186,UserInfo_187,UserInfo_188,UserInfo_189,UserInfo_190,UserInfo_191,UserInfo_192,UserInfo_193,UserInfo_194,UserInfo_195,UserInfo_196,UserInfo_197,UserInfo_198,UserInfo_199,UserInfo_200,UserInfo_201,UserInfo_202,UserInfo_203,UserInfo_204,UserInfo_205,UserInfo_206,UserInfo_207,UserInfo_208,UserInfo_209,UserInfo_210,UserInfo_211,UserInfo_212,UserInfo_213,UserInfo_214,UserInfo_215,UserInfo_216,UserInfo_217,UserInfo_218,UserInfo_219,UserInfo_220,UserInfo_221,UserInfo_222,UserInfo_223,UserInfo_224,UserInfo_225,UserInfo_226,UserInfo_227,UserInfo_228,UserInfo_229,UserInfo_230,UserInfo_231,UserInfo_232,UserInfo_233,UserInfo_234,UserInfo_235,UserInfo_236,UserInfo_237,UserInfo_238,UserInfo_239,UserInfo_240,UserInfo_241,UserInfo_242,UserInfo_243,UserInfo_244,UserInfo_245,UserInfo_246,UserInfo_247,UserInfo_248,UserInfo_249,UserInfo_250,UserInfo_251,UserInfo_252,UserInfo_253,UserInfo_254,UserInfo_255,UserInfo_256,UserInfo_257,UserInfo_258,UserInfo_259,UserInfo_260,UserInfo_261,UserInfo_262,UserInfo_263,UserInfo_264,UserInfo_265,UserInfo_266,UserInfo_267,UserInfo_268,UserInfo_269,UserInfo_270
273,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,30000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
286,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,,,0,0,,0,0,,,4,,2,0,0,,3049,0,,2,0,,,,0,,0,0,0,,0,0,,,,,,3,0,,1,,0,0,0,,0,0,,11880.1,4,0,,,0,0,0,,,0,,0,,0,,1,0,83.16,,3,,,,0.8,0,2,,,,,1,,,118,0,0,,,0,0.4,0,0,1,0.8,,,0,0,2.35,0,0,,0,0,0,,3318.37,0,,,3,,0,,0.90875,,1,,0,0,,,,,,,0,,0,,1,,,,0,0,0,,,0,0,,0,1,,2.35,0,,,,1,3,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,1,0,0,0,0,,0,,,0,0,,0,,,,,0,1,,,0,0,,,,1,0,0,,,,,0,,0,0,,0,0,,,0,,9955.1,,1,0,3,,0,0,4,0,0,,0,60000,,0,3,0,,,0,0,,4,12000,,,,,,0,,,0,,5,2,1,,4,,,,,2,,0,4,0,,0,0,
301,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,,,0,0,,0,0,,,1,,2,0,0,0,,,,,0,,,,0,,0,0,0,,0,0,,,,,,0,0,,,,0,0,0,,0,0,,,1,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,,,,0,,,8,0,0,,,0,,0,0,1,0,,,0,0,0,0,0,29502.45,0,0,0,,,0,0,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,7,,,0,0,,,,0,,,0,,,0,0,,,,1,0,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,,,,0,0,0,,,,,,,0,,,0,0,,,0,,0,,0,0,0,,0,0,1,0,0,,0,,,,0,0,,,0,0,,0,6000,,,,,,0,,,0,,0,0,0,,1,,,,,,,0,1,0,,,0,
360,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
385,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,2,,,,,,,,,,,4,,,,,,,,,0,,,,,,,0,3,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,0,,0,,,,,,,5513,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,2,,,,,,0,0,0,,,,1,,,0,,,0,0,,0,,,,,,,,,,,,0,,,,,,,,,,,,4,,,,,,1,,,,0,,,,,,,,,,,0,,,,0,,,0,,,,,,,,,,0,,,,,,,,,,16000,,,,,,,0,,,,0,,,,,,,0,,1,,,,,,,,
391,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,0,0,,,,0,,,0,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,,1,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,25000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
468,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
478,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3354,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
504,,,0,0,,0,0,,,3,,2,0,0,0,,,,,0,,,,0,,3,138.49,0,,0,0,,,,,,0,0,,,,0,2,0,,0,0,,,3,0,,,,0,0,,,0,,0,,0,,0,0,,,1,,,,0,0,0,,0,,,0,,,11,0,0,,,0,,0,0,0,3.49,,,0,0,0,0,0,5053,0,0,0,,,0,0,,1,,0,,,,,,0,0,,,,,,,0,,0,,0,5,,,3.49,138.49,,,,0,,,0,,,0,0,,,,2,0,0,0,0,0,,,,,138.49,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,3,,,0,0,,0,,,,,0,0,,,0,0,3790,,,1,0,1,,,,,,,0,,,0,0,,,0,,0,,0,0,0,,0,0,3,0,0,,0,,,,0,0,,,0,0,,2,13000,,,,,,0,,,0,,0,0,0,,3,,,,,,,0,2,0,,,0,
505,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110800,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,20500,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
514,,,0,0,,0,0,,,2,,150001,0,0,0,4266,,,,0,,,,0,,0,0,0,,0,0,,,,,,9,0,,2,,0,0,0,,0,0,,,2,0,,,0,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,0,,,,,1,,,31,0,0,,,0,,0,0,1,0,,,0,0,0,0,0,,0,0,0,,,0,0,,2,,0,,0.879130435,,,,0,0,,,,,,,0,,0,,0,11,,,0,0,,,,0,,,0,,,0,0,,,,2,0,0,0,9601.45,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,8840.38,,0,,,,,0,0,590997,,0,0,413698,,,0,0,0,,,,,,,0,,,0,0,,,0,,0,,1,0,0,,0,0,2,0,0,,0,,,,9,0,,,0,7,,0,10000,,,,,,0,,,0,,0,1,0,,2,,,,,,,0,2,0,,,0,
515,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,,,0,0,,0,0,,,0,,2,0,0,0,,,,,0,,,,0,,0,0,4552.92,,0,0,,,,,,79,0,,1,,0,0,0,,0,0,,,2,0,,,,0,0,,,0,,0,,0,,0,0,,,0,,,,0,0,2,,,,,1,,,17,22240.79,0,,,0,,0,0,0,-2137.89,,,0,0,22741.38,0,0,3801,0,0,0,,,0,0,,2,,0,,,,,,0,0,,,,,,,0,,0,,0,5,,,0,0,,,,0,,,0,,,0,0,,,,2,18,0,0,0,0,,,,,0,,,0,0,,0,0,,,,0,,,,1,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,2177.75,2000,,,1,0,0,,,,,,,0,,,0,0,,,0,,0,,1,0,0,,0,0,2,0,0,,0,,,,18,0,,,0,0,,0,33000,,,,,,0,,,0,,0,1,0,,2,,,,,,,0,3,0,,,0,
523,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,,7644.26,0,0,705,0,0,,,0,20,1,1,0,,142,7644.26,,,7644.26,,0,3,0,,0,7645.26,0,,0,0,1,0,,,,24,1,0,1,,0,0,0,,0,0,,1690.87,1,6,0,,0,1,0,,,0,0,0,0,3913.91,,0,0,11.84,,0,,,,0,0,0,,0,0,1,1,3913.91,,46,0,0,,,0,,0,0,1,355.81,1,0,0,7644.26,0,1,0,,0,0,0,0,3329.08,0,,2,3,,6,1,1.1105,1,,,0,0,,,,,,,0,,0,1,0,,,0,0,1,0,721,,0,0,,0,,0,0,0,,,,0,0,1,0,159.24,0,0,0,0,,1,,0,0,0,0,0,0,1,0,,0,,,,0,1,0,0,0,7644.26,0,,,0,7644.26,,0,,,,0,0,0,,3,0,0,,,,0,3913.91,0,,0,,20,,,5,0,721,0,0,,0,0,,3343.5,0,1,0,1,,5,0,3,0,0,0,0,15000,0,,8,0,,,0,8,,0,3000,1,,,,,0,0,,0,1,0,1,0,0,3,,,0,,2,,0,7,0,,0,0,
532,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,9500,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,80919,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,,,0,0,,0,0,,,0,,1,0,0,0,1290,0,,,0,,,,0,,0,0,0,,0,0,,,,,,11,0,,5,,0,0,0,,0,0,,20088.09,2,0,,,,0,0,,,0,,0,,0,,0,0,140.62,,0,,,,0,0,0,,0,,,1,,,85,0,0,,,0,,0,0,1,0,,,0,0,0,0,0,9108.5,0,0,0,,7678.16,0,0,,2,,0,,0.964125,,,,0,0,,,,,,,0,,0,,0,24,,,0,0,0,,,0,0,,0,,,0,0,,,,0,0,0,0,4031.46,0,,,,,0,,,0,0,,0,0,,,,0,,,,0,0,0,0,0,,0,,,0,0,,0,,,,,0,0,,,0,0,73910,,,0,0,0,1,,,,,0,0,0,,0,0,,,0,,7304.4,,0,0,0,,0,0,2,0,0,,0,40000,,,8,0,,,0,8,,0,8000,,,,,,0,,,0,,4,1,0,,2,,,,,,,0,2,0,,0,0,
560,,,0,0,,0,0,,,1,,2,1,0,187560,3674,0,,,0,,,1,0,2049.62,3,16094.1,-32186.01,,0,0,0,0,,,,126,1,0,2,,0,2,0,,0,0,,49612.58,0,0,0,,0,0,0,,,0,,0,1,0,,0,0,347.29,0,1,,,,0,0,0,187560,0,,1,0,,,99,0,0,,,0,,0,0,3,-148.42,,,0,4262.5,0,1,0,9711,0,0,0,0,5429.75,0,2,3,2,,0,0,1.076966667,0,,,0,0,,,4000,1,,,0,,0,0,0,,,,2049.62,11831.6,0,,,0,0,,0,,0,0,0,,40000,,2,0,0,24,4216.1,0,0,1,0,,2149.62,,0,0,0,0,2049.62,0,0,0,,0,,,,0,2,0,0,0,,3,,0,1,4262.5,,0,,,,,0,0,,1,0,0,,,,1,0,0,1,0,,,,0,0,0,,1,11731.6,,0,1,,5400.91,0,1,0,0,,0,0,6,0,0,,0,25000,0,,15,0,,,0,15,,3,5000,,,,,,0,0,,0,,5,0,0,,6,,,0,,1,,0,4,0,,0,0,
572,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,,0,0,0,318,0,0,,,0,99,2,1,0,,,7000,,,7000,,1,1,0,,0,7020,0,,0,0,1,,,,,0,1,,3,,0,0,0,,0,0,,,1,5,0,,0,1,0,,,0,0,0,0,7000,,0,0,,,0,,,,0,0,0,,0,0,,0,7000,,35,0,0,,,0,,0,0,0,0,4,0,0,7000,0,0,0,,0,0,1,0,,0,,,1,,5,0,,0,,,0,0,,,,,,,0,,0,1,0,,,7000,0,20,0,334,,0,0,,0,,,0,0,,93880,,2,0,1,0,0,0,0,0,0,,0,,0,0,0,0,0,0,1,0,,0,,,,0,0,0,0,0,7000,0,,,0,7000,,0,,,,0,0,0,,1,0,0,,,,1,7000,0,1,,,99,,0,3,,334,1,0,,0,0,,0,,1,0,0,,3,0,1,0,0,0,0,,,,0,0,,,0,0,,0,33000,3,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,3,0,,0,0,
